,geoName,geoCode,a,the,and,be,of,in,to,Кишинів,Тирасполь,Бельці,Бухарест,Клуж-Напока,Тімішоара,Ясси,Констанца,Брашов,Галац,Варшава,Краків,Лодзь,Вроцлав,Познань,Гданськ,Щецин,Бидгощ,Люблін,Білосток,Катовіце,Мінськ,Гомель,Могилів,Вітебськ,Жодзіна,Гродна,Брест,Будапешт,Дебрецен,Сегед,Мішкольц,Братислава,Кошице,Жиліна,Пряшів
10,Kirovohrads'ka oblast,UA-35,0.9512195121951219,1.0,0.0,0.0,0.4878048780487805,0.6041666666666666,0.47916666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20481927710843373,0.0,0.0,0.0,0.0,0.0,0.0,0.38888888888888884,0.20481927710843373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Kyiv city,UA-30,0.35343035343035345,0.8717948717948719,0.35343035343035345,0.04712404712404713,0.7304227304227304,0.6923076923076923,1.0,0.0,0.0,0.0,0.008806008806008807,0.0,0.0,0.0,0.0,0.0,0.0,0.06633221850613155,0.0,0.0,0.009476031215161652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017791732077446363,0.0,0.0,0.0,0.0,0.0,0.0,0.008806008806008807,0.0,0.008806008806008807,0.0,0.0,0.0,0.0,0.0
12,Kyivs'ka oblast,UA-32,0.39473684210526316,1.0,0.39473684210526316,0.07894736842105263,0.7631578947368421,0.5208333333333333,0.5625,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555556,0.0,0.05555555555555556,0.0,0.0,0.0,0.0,0.0,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.030927835051546393,0.0,0.0
13,Luhans'ka oblast,UA-09,0.004666666666666667,0.01,0.0,0.0,0.007555555555555556,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Lviv Oblast,UA-46,0.4473684210526316,1.0,0.2894736842105263,0.05263157894736842,0.8421052631578947,0.7027027027027026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10344827586206898,0.04597701149425287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0
15,Mykolaivs'ka oblast,UA-48,0.8426501035196687,0.5873015873015873,0.35748792270531404,0.0,0.7660455486542443,0.2548667265648398,0.265947888589398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40812483185364545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2638601334253508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Odessa Oblast,UA-51,0.28205128205128205,1.0,0.28205128205128205,0.05128205128205128,0.9487179487179487,0.5454545454545455,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12359550561797754,0.0,0.0,0.0,0.0,0.06382978723404256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04761904761904762,0.14285714285714285,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0
17,Poltavs'ka oblast,UA-53,0.41025641025641024,1.0,0.5384615384615384,0.0,0.6153846153846154,0.3529411764705882,0.6078431372549019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06382978723404256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052631578947368425,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Rivnens'ka oblast,UA-56,0.3409090909090909,1.0,0.29545454545454547,0.0,0.6363636363636364,0.8536585365853658,0.5853658536585367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0989010989010989,0.0,0.0,0.09722222222222224,0.0,0.2916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49253731343283585,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0
19,Sevastopol' city,UA-40,0.6122448979591837,1.0,0.0,0.42857142857142855,0.0,0.6170212765957447,0.5106382978723404,0.0,0.0,0.0,0.7543859649122807,0.0,0.0,0.0,0.0,0.0,0.0,0.35135135135135137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Sums'ka oblast,UA-59,0.2765957446808511,1.0,0.19148936170212766,0.0,0.6595744680851063,0.6444444444444445,0.5777777777777778,0.0,0.0,0.0,0.1627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25806451612903225,0.3548387096774193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18918918918918917,0.16216216216216214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Ternopil's'ka oblast,UA-61,0.165994623655914,0.27083333333333337,0.09610215053763442,0.05241935483870968,0.28830645161290325,0.8125000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3310185185185185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Vinnyts'ka oblast,UA-05,0.4473684210526316,0.8157894736842105,0.2631578947368421,0.10526315789473684,1.0,0.537227214377407,0.5571245186136072,0.07958921694480103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Volyns'ka oblast,UA-07,0.5142439737034331,0.8648648648648649,0.2337472607742878,0.21037253469685901,0.5142439737034331,1.0,0.8378378378378378,0.0,0.0,0.0,0.4864864864864865,0.0,0.0,0.0,0.0,0.0,0.0,0.17846417846417847,0.0,0.0,0.32947232947232946,0.0,0.0,0.14079195474544312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Zakarpats'ka oblast,UA-21,1.0,0.8,0.17142857142857143,0.0,0.8857142857142857,0.6,0.8222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09887640449438202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1090909090909091,0.0,0.0,0.0,0.0,0.175609756097561,0.0,0.0,0.0
25,Zaporiz'ka oblast,UA-23,0.7941176470588235,0.9411764705882353,1.0,0.20588235294117646,0.0,0.5259515570934257,0.9688581314878891,0.0,0.33217993079584773,0.0,0.0,0.0,0.0,0.0,0.25018615040953085,0.0,0.0,0.0,0.1283422459893048,0.0,0.0,0.5294117647058824,0.0,0.0,0.0,0.3137254901960785,0.0,0.0,0.0,0.6017357762777242,0.0,0.0,0.0,0.0,0.3506343713956171,0.5536332179930796,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Zhytomyrs'ka oblast,UA-18,0.19230769230769232,1.0,0.09615384615384616,0.15384615384615385,0.4807692307692308,0.41509433962264153,0.39622641509433965,0.0,0.07547169811320754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1627906976744186,0.0,0.0,0.0,0.0,0.31578947368421056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
