date,tweet_id,processed_tweets,anger,fear,sadness,disgust,joy,anger-disgust
2023-06-16,"tag:search.twitter.com,2005:1669496350294065152",ما سكت الا وانا ادري من أكونو صمتي لحاله رماحه صايبهخاطري مرتاح من كثر الظنونو ما يهب من الرياح يلاعبه,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669497422341447680",أحلامي غريبة لدرجة إني أكون تحت تأثيرها طوال اليوم,0,0,0,0,1,0
2023-06-16,"tag:search.twitter.com,2005:1669498361043468288",أحاول أن أكون لطيف ا مع الجميع إلى درجة تتمزق فيها روحي i try to be nice to everyone to the point where my soul is torn apart,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669499352547557380",rt nh1417_ أكون دائـما حيث تكون الرقـه صبآحات t co nslcdc9rgd,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669499727526739968",aame461 تعال علا الخاص نتفق ب أكون كريم بشكل كبير إذا طلعتم جادين t co pw2du31dnp,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669500265253289984",إذا سبني نذل تزايدت رفعةوما العيب إلا أن أكون مساببهولو لم تكن نفسي عل ي عزيزة لمكنتها من كل نذل تحاربهولو أنن t co 14z95jsble,0,0,1,0,0,1
2023-06-16,"tag:search.twitter.com,2005:1669500653218205697",כסמוגמיהربما لا أكون ساعة حتى أرسل لك الرسائل 24 ساعة يوميا لكن قلبي سيكون مثل الساعة لن يتوقف حبه واهتمامه بإنسان مميز مثلك,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669501635108716544",rt hawraalghasrah أمسية مجانية جديدة بعنوان كيف أكون بأنوثتي في علاقتي مع الرجل بها أسرار بسيطة تساعدك على الإتصال مجدد ا بأنوثتك,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669502468068110337",أنا والله ما أستحق إني أكون تحت كل هذا الضغط أستاهل أنباس وأتدل ل بس يلا معل ش,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669502374136741893",rt learnenglish224 النفي مع beانا لا أكون i m not آم ن تانت لا تكون you aren t يو آر ن تهو لا يكون he isn t هي إز ن تهي لا,1,0,0,0,0,1
2023-06-16,"tag:search.twitter.com,2005:1669502790211715079",rt b3_3f إنني بخير ر غم ماحدث وما سيحدث أنا الذي أعرف جيدا كيف أق ف مرة أ خرى دون م ساعدة من أي يد أنا الذي اعتدت أن أكون وحيدا,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669503088011427840",توكسيك مع الشخص الوحيد اللي مينفعش أكون توكسيك معاه,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669503426055618561",أكون ثرثار معكyou are special for me,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669503867745185793",لطالما أحببت أن أكون خفيف ا وأن ما أسعى إليه يسعى إلي بحب برغبة منه,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669504516150947840",أكون ثرثار معكyou are special for me,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669507456366530561",rt abm7sn أخشى أن أبيت في قبري و أكون نسيا منسيا الله م سخر لي من لا ينسى أسمي عند وفاتي,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669509360186163203",حينما أكون مستغرقة بأمر ماإنني لا أنكف عن التفكير ب كولو لبرهة من الزمانأنك في ذاكرتيفي روحيفي قلبيوجسديوع t co kmxuhhmjdx,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669510757711486976",rt tawkedat7 أنوي أن أكون أداة للبهجة والفرح والسعادة في كل مكان,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669511936290045953",عل مني ألا أكون مثلهم ياربعل مني ألا أجرح ولا أخذل ولا أ فلت يد من أمسك بي في منتصف الطريق وأمضي,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669513245353291778",أتمنى أن أكون كل شيء تحبه xks,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669513271769014272",أريد أن أكون شيئ ا جميلا في حياتك يرسم على شفتيك الابتسامة كلما خطرت على بالك lmw,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669513352287072257",أتمنى أن أكون كل شيء تحبه 4su,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669513272611971074",استطعت أن أكون معك على طبيعتي دون أي تصنع أو أي مجاملة فأنت تحبني كما أنا وأنا أهواك كما أنت 3or,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669513455471034368",استطعت أن أكون معك على طبيعتي دون أي تصنع أو أي مجاملة فأنت تحبني كما أنا وأنا أهواك كما أنت jv5,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669513429470543875",استطعت أن أكون معك على طبيعتي دون أي تصنع أو أي مجاملة فأنت تحبني كما أنا وأنا أهواك كما أنت tlb,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669513689110573056",rt fawazbaqer إياك أن تسامح شخص ا جعلك تسأل نفسك يوم ا هل أنا بهذا السوء أو أنني غير كافي لأن أكون شخص ا مميز ا لك إياك أن تسامح شخص ا,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669514826182172672",اليوم اخترت أن أكون أفضل نسخة مني,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669517041613545472",rt abm7sn أخشى أن أبيت في قبري و أكون نسيا منسيا الله م سخر لي من لا ينسى أسمي عند وفاتي,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669518121655316480",rt 2i9li أكون ثرثار معكyou are special for me,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669518585956278272",rt nasr17010982 لحظات_سيئةالسمعة افتارأنا من الأشخاص الذين يحبون العزلة ويقدرونها أحب أن أكون وحدي أو بالأحرى ليس من الصعب علي أن,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669520228429053952",واسألك يالله أن أكون قوي ا وأنا بم فردي,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669520606335729664",rt he6ii دايم أخاف أني أجرح احد بدون قصد أخاف ينام شخص وفي خاطره مثقال ذره علي أخاف أن يشكيني عبد لربه في قيام الليل أخاف أني أكون سبب في,1,0,1,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669520602997092352",أحببت ك بقلبي قبل عيناي و وجدت بك كل الأشياء التي تدعوني أن أكون بخير لم يتمكن أي أحد في الوصول إلى داخلي مثلما فعلت انت,0,0,0,0,1,0
2023-06-16,"tag:search.twitter.com,2005:1669522436746797056",rt 2i9li أكون ثرثار معكyou are special for me,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669523026453356545",rt abm7sn أخشى أن أبيت في قبري و أكون نسيا منسيا الله م سخر لي من لا ينسى أسمي عند وفاتي,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669524197096189952",قد سمعتوا يوم عن جاو ر من تحب لترضى عن أرضك كيف أقدر أكون ولو سابع جار لك,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669525824490426368",rt abm7sn أخشى أن أبيت في قبري و أكون نسيا منسيا الله م سخر لي من لا ينسى أسمي عند وفاتي,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669527662426030084",انني أحبك حتى في منعطفات الحياة الخطره والسيئه حتى مع رغبتي في ان أكون وحيد ا حتى رغم برودي المفاجئ نحو كل شي و t co 1ijq7ojvpo,1,0,1,0,0,1
2023-06-16,"tag:search.twitter.com,2005:1669527547070099456",rt el2bnoudy باعرف أكونأي شيء تحتاجوه ح ضنو دنض هرصاحب بيغلطبس مش بيخون الراوي,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669528796137914368",لست ن عم الع بد لكني أرج و أن أكون أواب اللهم اصلحني,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669530124478304256",rt abm7sn أخشى أن أبيت في قبري و أكون نسيا منسيا الله م سخر لي من لا ينسى أسمي عند وفاتي,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669536573648510977",rt muneeralqrni تشرفت بأن أكون ضيفا في بودكاست نقوش وبصحبة فريق العمل حل قنا في فضاء الانضباط وصناعة الأثر سأختار لكم جملة من المقا,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669538727419322368",rt abm7sn أخشى أن أبيت في قبري و أكون نسيا منسيا الله م سخر لي من لا ينسى أسمي عند وفاتي,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669540992364564480",لطالما أحببت أن أكون خفيف ا وأن ما أسعى إليه يسعى إلي بحب برغبة منه,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669542768656433152",rt m0hamed_khaled7 محاسبة_أبانوب_عماد إلا_رسول_الله وزارةالعدل قال رسول الله صلى الله عليه و سلم لن يؤمن أحدكم حتى أكون أحب إلي,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669545711371681793",أن أكون مباركة راضيه وسعيده وم زهرة اينما كنت,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669548082839650307",rt wejdan_f12 و لكنني أحبكحتى عندما أكون يائس او م تع ب اأحبك لأن تلك الن دوبتتلاشى بجانبك,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669548227085860867",ابغى أكون آخر حبيبه بحياتك,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669548537044934657",rt fareeeeid كان لي الشرف أن أكون ضمن هذه الأصوات الشجاعة وسط بغداد شكرا_للمهندس_المؤسس مشكور_حجي_قاسم t co guvg216idf,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669550839730520065",rt abm7sn أخشى أن أبيت في قبري و أكون نسيا منسيا الله م سخر لي من لا ينسى أسمي عند وفاتي,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669552065327054848",rt laahdmitafndy34 םבםב رسول ٱɑɺɺ ﷺ قال رسول الله ﷺ لا ي ؤمن أحدكم حتى أكون أحب إليه من ولده ووالده والناس أجمعين إ ن الل ه و,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669552327856979969",لو تملك شخص تحت مسمى عاذرني قبل عذري وقابلني مثل ما أكون اخسر العالم ولا تخسره,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669553647825440770",من أسباب زوال النعمة مظاهرة المجرمين نصرهم وتأييدهم فهذا موسى عليه السلام رب بما أنعمت علي فلن أكون ظهيرا للمجرم t co pnzt2zlnrp,0,0,1,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669554375943921665",rt ibra_alnajjer قد لا أكون رفيق موعدگ الأول او قبلتگ ﺂلأوﻟى أو حبگ الأول وﻟڪﻧي أريد أن أكون الأﺧﯾر t co xm7a,0,0,0,0,1,0
2023-06-16,"tag:search.twitter.com,2005:1669555410255192064",قال رسول الله ﷺ فوالذي نفسي بيده لا يؤمن أحدكم حتى أكون أحب إليه من والده وولده صحيح البخاري,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669558692302270464",لي الشرف أن أكون ذا صوت في نادي الاتحاد بأن أكون عضو جمعية عمومية الرقم في التسلسل 182 t co xtaczeuyfd,0,0,0,0,1,0
2023-06-16,"tag:search.twitter.com,2005:1669558793800171527",rt alreemalketbi7 ي أكون أول اولوياتك ولا بلاها,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669559675048677378",rt nourawad0 انا انسان مع نفسي قبل لا أكون معك انسانولي مبدأ ولي نظره وتحكمني قناعاتياحب الصدق واعمل به كسبت او كنت انا الخسرانولو صد,0,0,0,1,0,1
2023-06-16,"tag:search.twitter.com,2005:1669561564976803842",أن أكون مباركة راضيه وسعيده وم زهرة اينما كنت,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669563068655828993",جمعية حقوق الشيطان آسف_كنت_أظنك_على_خيربتلغى منسك من مناسك الحجأن شاء الله أكون من الشاهدين عليك يوم القيامه t co eh6ty5norx,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669565738737082368",rt abdulsadoun عقدت العزم وأطلب العون من الله أن أكون متفائلا مبتهجا وإيجابيا في كل موقف يمر علي مهما كانت صعوبة الموقف فحل الصعو,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669566267232067584",صباح السعاده وأعرف أنني رغم كل بأس سأصون ميلي لليسر وقابلي تي للمحبة ورغبتي بأن أكون أفضللا أقف عند الأذ t co yrtkzjewem,1,0,0,0,0,1
2023-06-16,"tag:search.twitter.com,2005:1669566841407131649",كان يؤذيني أن أكون دائما في موضع من يشيح بنظرته متغاضيا ليحفظ الود,0,0,0,0,1,0
2023-06-16,"tag:search.twitter.com,2005:1669574437312626689",rt abm7sn أخشى أن أبيت في قبري و أكون نسيا منسيا الله م سخر لي من لا ينسى أسمي عند وفاتي,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669576038270025731",lolo87__ لمياء تابعتك ياقمر ردي المتابعة لو تحبي أكون صاحبتك,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669579348020428802",كنت دايم اجيب كتبي او رواياتي للمدرسه واحطهم فوق طاولتي كل صباح عشان في اي وقت أكون فيها فاضيه اقراهم t co ecsesgu35h,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669581735393148928",تعاقدوا مع لاعبون أمثال رونالدو وبنزيما وفي طريقهم للتعاقد مع كانتي ولن أكون متفاجئ إذا تعاقدوا مع لاعبين اخري t co fzmsqvojaq,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669582525184851968",أردت أن أكون وطنا لا أن أكون كسائر البلدان,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669585414212972550",rt monahamdan900 شكرا لثقتكم ولأنكم أتحتم لي فرصة حتى أقوم بواجبي ودوري الوطني والديني في خدمة الحرمين ممتنة لكم كثيرا وفخر لي أن أكون ضم,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669586891451031553",اللهم رفيقا أكون معقودا بقلبه حتى إذا دعا قال يا رب وصديقي معي,0,0,0,1,0,1
2023-06-16,"tag:search.twitter.com,2005:1669589408473919491",rt ilsbyayflztf7ni suheralsaedy في الركن الهادئ للروحهناك حيث تتوالد الأفكار والمشاعرأكون حين لا أدري من أكون صباح النور t,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669591438902845444",rt 2i9li أكون ثرثار معكyou are special for me,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669592333996654593",rt lllii56 لأول مره بحياتي أبكي لأني أنا السيئه بحكايه شخص آخر لأول مره ما أكون الشخص الحنون وحاسه بيأس إن هذي أنا,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669597320168579072",rt nyanpepetw لا شيء على وجه الأرض ي جبرني على أن أكون م قر ب من شخص لا أحب ه لذلك كل من ه م في حياتي الآن هم خ لاصة القلب ht,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669597997989081090",rt 2i9li أكون ثرثار معكyou are special for me,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669600383704997890",rt gheth3331 لم اكن اتوقع أن أكون مصدر رزق الرخاص حتى اكتشفت اليوم إني المغرد السعودي العريشي استمروا ما دام من يرجم لكم الفتات تحت ن,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669600931875373056",من يبي أكون عمته بشرط يشحلي شدات شوقر_دادي عمه_للكلاب م عصي ت ي _رح ت ي,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669601084971573249",اول مره بحياتي أكون أنا السيئه بحياة شخص اول مره ما أكون الشخص الحنون وحاسه بيأس إني كذا,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669602350393073664",إرهاق نفسي شعور بالوحدة عزلة الشعور بالغربة داخلي حتى عندما أكون بين مجموعة من الأشخاص وغيرها ربما لا ترونها t co i3fyyfqbrb,0,0,1,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669602606266589184",rt 2i9li أكون ثرثار معكyou are special for me,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669603370888298498",و اسألك يا الله أن أكون قويا و أنا بمفردي,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669607072751648769",rt 8o__8v وعانقت الروح خصالهوالعين منه أبعدلأنه مس الفؤاد بلطفوالنبض على ذلك يشهدفي بعده أراه قريبوفي قربه أكون أسعدلو مر طيفه فيا,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669607402847469568",أعاني من مشكلة مقدر أوضح شوقي بالشكل المطلوب يا أكون بارد يا ألعن خير اللي مشتاق له لين يكرهني,0,0,1,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669607652416954369",عندما أكون معك أشعر بأنني زرت كل الأماكن التي أحبها,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669607591176032256",rt abm7sn أخشى أن أبيت في قبري و أكون نسيا منسيا الله م سخر لي من لا ينسى أسمي عند وفاتي,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669609143932420096",rt wejdan_f12 و لكنني أحبكحتى عندما أكون يائس او م تع ب اأحبك لأن تلك الن دوبتتلاشى بجانبك,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669610079237095425",أخشى أن أبيت في قبري و أكون نسيا منسيا الله م سخر لي من لا ينسى أسمي عند وفاتي,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669610712996388864",rt 2i9li أكون ثرثار معكyou are special for me,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669565587326918657",zalingei and the people of el geneina the governor of the darfur region had fled and arrived in germany t co 11r7v6rn8m,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669534881687171077",ameerabbas84 پی ٹی آئی تو خود ل يرو لير ہوگئی ہے اس کے ووٹ ب لھر گئے تو غم کرنے کی بجائے ش کر کرو کہ آدھو آدھ ہوئی ہے,0,0,0,1,0,1
2023-06-16,"tag:search.twitter.com,2005:1669502279328620548",rt bnno متوفر انسولين 15 06 23 الخرطوم صيدلية مرتضى الهادي الموقع الكلاكلة شرق جنوب بنك الخرطوم النوع,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669503419353006081",rt noory_alshaigy ينام المرء و يستيقظ برغبه واحده و م لحة يرجع الخرطوم,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669504173891526656",rt derwish249 الكلام دا للناس العاشت في الخرطومللناس البتشرب شاي الصباح بالزلابية في شارع النيل ولا جنب الدايات ولا المحطة الوسطي بحري,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669509420567388162",rt id7p_ مراسل cnn قوات الدعم السريع التي تسلحها وتدربها فاغنر ارتكبوا جريمة اغتصاب في الخرطوم ولدينا دليل على ذلك زعيم فاغنر الفتي,1,0,1,0,0,1
2023-06-16,"tag:search.twitter.com,2005:1669511055083446279",rt be_to_be2 الخرطوم ماشة تحرر والانقلاب فشل والتمرد مهزوم جيش_واحد_شعب_واحدوالجنجويد بهزيمتهم في الخرطوم مابقدروا بقعدوا في مدينة تا,1,0,1,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669511585646145538",rt ali_yousif13 الخرطوم الجريف fj cruiser ٧٧٧١١ خ ٥ فضي موديل ٢٠١٤٠٠٠٠٠٥ خ ٧ ابيض موديل ٢٠١٤الرجاء الاتصال على الرقم 0901530087,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669511602041700355",rt hanaaa_eltahir يا جماعة محتاجة اي زول مسافر من الخرطوم للقاهرة في file شهادات صغير يجيبو معاهو please retweet و شكرا,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669512381330870279",rt id7p_ مراسل cnn قوات الدعم السريع التي تسلحها وتدربها فاغنر ارتكبوا جريمة اغتصاب في الخرطوم ولدينا دليل على ذلك زعيم فاغنر الفتي,1,0,1,0,0,1
2023-06-16,"tag:search.twitter.com,2005:1669523039057264640",rt m7rhman 36 حالة اعتداء جنسي موثقة في الخرطوم و25 حابة في دارفور وضمنها حالة لطفل عمره 12 سنة وأضافت سليمى أن الجناة في معظم الحالات,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669524746558488578",حضن الخالة وإن ن ع م فلن يكافئ حضن الأم يوما وماف ولاية حتغنيني عن الخرطوم أبدا فاللهم ردنا سالمين معافين,0,0,0,0,1,0
2023-06-16,"tag:search.twitter.com,2005:1669524737742053376",abdelo_b بعرف واحد مشا تركيا حصل الزلزال وجا الخرطوم قامت الحرب,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669527693035970561",brkiah2 salih_maowia wadhosha ناس الخرطوم فيهم جزء كبير مسالم بي طبعو المشاهد دي صعبة عليهو لكن كان علي مبسوط لل t co pdcrpmxupd,0,1,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669528837250592772",rt afnan5gorshi سلام عليكم يا جماعه عاوزين زول لسه في الخرطوم وما سافر واحتمال يسافر خلال الايام الجايه دي علي جهه اركويت او قريب منها,0,0,0,0,1,0
2023-06-16,"tag:search.twitter.com,2005:1669529481080451072",rawsuky98 بحب شوارع الخرطوم القديمة شديد وبحب شكل المباني عشان بتحسسني فعلا انها بلد فيها تاريخ وكانت او كما يحكى t co ruvaz6frzq,1,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669533641834213377",th1eone esamrajaa alnobe_186 طيب يابليد ياحمار ياغبي ماجبتهم انت الخرطوم وقعدتهم في القصر وعملت بيهوم إبادة لي س t co nv1vvnzfwq,1,0,0,0,0,1
2023-06-16,"tag:search.twitter.com,2005:1669535500753936384",rt france24_ar المعارك في السودان تدخل شهرها الثالث ولا مؤشرات عن تهدئة قريبةالمزيد في مداخلة مراسل مونت كارلو الدولية في الخرطوم إ,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669543276997664768",rt ahmadhgurashi المواطنون بعصيهم وحجارتهم يتصدون للميليشيا السفاحة في سوبا جنوب شرق الخرطوم السودان t co 3jruvy86iq,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669544180450820099",rsflivesd ضد الأبرياء العزل تحليق مكثفف لطيران الجيش في سماء الخرطوم واستمرار القصف المدفعي علي مواقع مختلف t co ma51wghipy,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669545510888243202",rt newsudan1712 عدد القتلي في صفوف المدنيين اكثر من عدد القتلي في صفوف العسكريين اعلب سكان الخرطوم تركوا منازلهم انقطاع للتيار ال,0,0,1,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669546647511089155",rt boretoo1 ناس الخرطوم اتجاهلوا الحرب ف اوكرانيا لحدي م الحرب وصلت الخرطوم,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669549953079820288",rt newsudan1712 عدد القتلي في صفوف المدنيين اكثر من عدد القتلي في صفوف العسكريين اعلب سكان الخرطوم تركوا منازلهم انقطاع للتيار ال,0,0,1,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669552323276812288",aloya666888666 طلعتهم من الخرطوم مافي صالحنا,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669557787167268865",rt ibrahim86415342 اي زول لافي في الخرطوم الليلة بعرف تماما انه قيم اوفر عربات دعامة واقفة في الارتكازات محروقة كلاشاتهم وهدومهم في كل مك,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669560392702459905",rt ahmadhgurashi المواطنون بعصيهم وحجارتهم يتصدون للميليشيا السفاحة في سوبا جنوب شرق الخرطوم السودان t co 3jruvy86iq,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669561843914792961",rt m3moracommittee تنسيقية لجان مقاومة أحياء الخرطوم شرق _تصريح صحفي_ حول الوضع في الجنينة وكتم وزالنجي و عاد لـمتين في دبابة,1,0,1,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669564758519951361",rt wagdi_salih بسم الله الرحمن الرحيم حزب البعث العربي الاشتراكي الأصل تنظيمات ولاية الخرطومإرادة شعبنا السلمية قادرة على وقف الحر,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669565547065884673",عالقين في ارقينعالقين في حلفاعالقين في بورتسودانعالقين في مطار دبي محاصرين وسط الاشتباكات في الخرطوم اللهم t co bd1awvde3b,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669567780125917185",rt ali_yousif13 الخرطوم الجريف fj cruiser ٧٧٧١١ خ ٥ فضي موديل ٢٠١٤٠٠٠٠٠٥ خ ٧ ابيض موديل ٢٠١٤الرجاء الاتصال على الرقم 0901530087,0,0,0,0,0,0
2023-06-16,"tag:search.twitter.com,2005:1669567732700905472",jaboomujtaba اول شي كدي طلعهم من الخرطوم والجنينة ونيالا بعد داك نشوف موضوع المحيط,0,0,0,0,0,0
